Transaction Number,Transaction Date,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
219-104-2024,3/28/2024 10:54,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,456588.65,36.74,36.74,Studio,G-098,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-105-2024,3/28/2024 10:56,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,419305.08,32.9,32.9,Studio,G-099,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-106-2024,3/28/2024 10:57,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,686660.56,63.81,63.81,1 B/R,G-040,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-107-2024,3/28/2024 10:58,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,672415.59,62.49,62.49,1 B/R,G-039,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-108-2024,3/28/2024 10:59,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,456620.35,36.81,36.81,Studio,G-101,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-109-2024,3/28/2024 11:00,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,418526.49,32.9,32.9,Studio,G-036,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
219-110-2024,3/28/2024 11:02,Gifts,Grant on Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,465747.13,37.63,37.63,Studio,G-034,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,0,0,,Bloom Towers
39-145-2024,3/28/2024 12:44,Mortgage,Development Mortgage,Ready,Non Free Hold,Residential,DUBAI INVESTMENT PARK FIRST,Building,Villas,2064821,373,373,3 B/R,,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,0,0,,
41-1559-2024,3/28/2024 14:25,Sales,Delayed Sell,Ready,Free Hold,Residential,Nad Al Shiba First,Land,Villas,10875000,524.85,524.85,,,,,,1,1,,Nad Al Sheba Gardens Phase 3 
41-1685-2024,3/28/2024 14:24,Sales,Delayed Sell,Ready,Free Hold,Residential,Nad Al Shiba First,Land,Villas,15836000,771.02,771.02,,,,,,1,1,,Nad Al Sheba Gardens Phase 3 
41-19444-2023,3/28/2024 14:26,Sales,Delayed Sell,Ready,Free Hold,Residential,Nad Al Shiba First,Land,Villas,10727000,468,468,,,,,,2,1,,Nad Al Sheba Gardens Phase 3 
41-24229-2023,3/28/2024 14:26,Sales,Delayed Sell,Ready,Free Hold,Residential,Nad Al Shiba First,Land,Villas,15457000,991.04,991.04,,,,,,5,1,,Nad Al Sheba Gardens Phase 3 
41-6203-2024,3/28/2024 13:15,Sales,Delayed Sell,Ready,Free Hold,Residential,Ghadeer Al tair,Land,Residential,10000000,630,630,,,,,,1,1,,Mohammed Bin Rashid Al Maktoum City District One West - Phase 1
41-6404-2024,3/27/2024 15:20,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flats,750000,63.2,63.2,1 B/R,GZ3E12,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,1,1,,MIDTOWN - NOOR
41-6417-2024,3/27/2024 15:22,Sales,Delayed Sell,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,5280000,122.47,122.47,3 B/R,"P3-082, P3-083",Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,Burj Royale
41-6419-2024,3/27/2024 16:03,Sales,Delayed Sell,Ready,Free Hold,Residential,Zaabeel First,Unit,Flats,10800000,223.79,223.79,2 B/R,"B3-165,B3-173",,,,1,1,,One Za'abeel
41-6421-2024,3/28/2024 9:35,Sales,Delayed Sell,Ready,Free Hold,Residential,CHERRYWOODS,Building,Villas,3500000,252,252,4 B/R,,,,Dubai Cycling Course,1,1,,Cherrywoods
41-6422-2024,3/27/2024 18:05,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flats,900000,68.22,68.22,1 B/R,BZ3Q28,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,1,1,,MIDTOWN - NOOR
41-6423-2024,3/28/2024 11:52,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI HARBOUR,Unit,Flats,2850000,68.96,68.96,1 B/R,P5-22,,,,1,1,,MARINA VISTA
41-6435-2024,3/27/2024 19:49,Sales,Delayed Sell,Ready,Free Hold,Residential,Madinat Al Mataar,Land,Residential,17617000,1216.09,1216.09,,,,,,1,1,,Expo City Valley
41-6436-2024,3/27/2024 19:11,Sales,Delayed Sell,Ready,Free Hold,Residential,VILLANOVA,Land,Residential,5012000,449.99,449.99,,,,,IMG World Adventures,1,1,,La Quinta
41-6437-2024,3/27/2024 19:18,Sales,Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,1457000,80.34,80.34,1 B/R,B-36,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,1,1,,
41-6438-2024,3/27/2024 19:36,Sales,Delayed Sell,Ready,Free Hold,Residential,Madinat Hind 4,Land,Residential,804480,174.8,174.8,,,,,,1,1,,
41-6439-2024,3/27/2024 19:42,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 2,Land,Residential,9451275,540,540,,,,,,1,1,,Sobha Reserve
41-6440-2024,3/27/2024 19:44,Sales,Delayed Sell,Ready,Free Hold,Residential,Bukadra,Land,Residential,23285433,790,790,,,,,,2,1,,Sobha Estates
41-6441-2024,3/28/2024 3:58,Sales,Delayed Sell,Ready,Free Hold,Commercial,Palm Deira,Land,Commercial,4628800,242.34,242.34,,,,,,1,1,,Bay Villas - Dubai Islands
41-6442-2024,3/28/2024 4:00,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI SOUTH,Unit,Flats,1045888,92.06,92.06,2 B/R,G-121,,,Expo 2020 Site,1,1,,MAJESTIQUE RESIDENCE 1
41-6443-2024,3/28/2024 4:02,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI SOUTH,Unit,Flats,975888,86.74,86.74,2 B/R,G-99,,,Expo 2020 Site,1,1,,MAJESTIQUE RESIDENCE 1
41-6444-2024,3/28/2024 4:05,Sales,Delayed Sell,Ready,Free Hold,Commercial,Palm Deira,Land,Commercial,8198800,600,600,,,,,,1,1,,Bay Villas - Dubai Islands
41-6445-2024,3/28/2024 4:10,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,455000,8.14,8.14,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,SKY BAY HOTEL
41-6446-2024,3/28/2024 4:13,Sales,Delayed Sell,Ready,Free Hold,Commercial,Palm Deira,Land,Commercial,4628800,242.26,242.26,,,,,,1,1,,Bay Villas - Dubai Islands
41-6447-2024,3/28/2024 5:26,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,10094888,848.22,848.22,,,,,,1,1,,The Valley - Farm Gardens 2
41-6448-2024,3/28/2024 5:28,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,7779888,822.42,822.42,,,,,,1,1,,The Valley - Farm Gardens 2
41-6449-2024,3/28/2024 5:29,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,9221888,893.59,893.59,,,,,,1,1,,The Valley - Farm Gardens 2
41-6450-2024,3/28/2024 5:31,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,9804888,922.73,922.73,,,,,,1,1,,The Valley - Farm Gardens 2
41-6451-2024,3/28/2024 5:33,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1565888,52.37,52.37,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,UPSIDE Living
41-6452-2024,3/28/2024 5:35,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,1130888,34.77,34.77,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,UPSIDE Living
41-6453-2024,3/28/2024 5:51,Sales,Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,350000,45.96,45.96,Studio,B-53,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,MAY RESIDENCE
41-6454-2024,3/28/2024 5:52,Sales,Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,300000,36.89,36.89,Studio,B-55,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,MAY RESIDENCE
41-6455-2024,3/28/2024 7:11,Sales,Delayed Sell,Ready,Free Hold,Commercial,Palm Deira,Land,Commercial,8968800,639.22,639.22,,,,,,1,1,,Bay Villas - Dubai Islands
41-6456-2024,3/28/2024 7:08,Sales,Delayed Sell,Ready,Free Hold,Commercial,Palm Deira,Land,Commercial,10188800,672.78,672.78,,,,,,2,1,,Bay Villas - Dubai Islands
41-6457-2024,3/28/2024 7:03,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 2,Land,Residential,9595087,504,504,,,,,,4,1,,Sobha Reserve
41-6458-2024,3/28/2024 6:48,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 2,Land,Residential,7566957,434.03,434.03,,,,,,2,1,,Sobha Reserve
41-6459-2024,3/28/2024 6:42,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 2,Land,Residential,9391762,504,504,,,,,,1,1,,Sobha Reserve
41-6460-2024,3/28/2024 6:36,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,369000,8.2,8.2,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,SKY BAY HOTEL
41-6461-2024,3/28/2024 7:32,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,491650,9.44,9.44,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,SKY BAY HOTEL
41-6462-2024,3/28/2024 7:37,Sales,Delayed Sell,Ready,Free Hold,Commercial,Palm Deira,Land,Commercial,42749000,1229.26,1229.26,,,,,,3,1,,Bay Villas - Dubai Islands
41-6463-2024,3/28/2024 7:42,Sales,Delayed Sell,Ready,Free Hold,Residential,INTERNATIONAL CITY PH 2 & 3,Unit,Flats,684000,66.85,66.85,1 B/R,P2-21,Rashidiya Metro Station,City Centre Mirdif,,1,1,,
41-6465-2024,3/28/2024 9:19,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,7310888,793.24,793.24,,,,,,1,1,,The Valley - Farm Gardens 2
41-6466-2024,3/28/2024 9:12,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,7378888,825.17,825.17,,,,,,1,1,,The Valley - Farm Gardens 2
41-6468-2024,3/28/2024 9:10,Sales,Delayed Sell,Ready,Free Hold,Residential,Me'Aisem Second,Land,Residential,9781888,769.1,769.1,,,,,,1,1,,The Oasis - Palmiera
41-6469-2024,3/28/2024 9:30,Sales,Delayed Sell,Ready,Free Hold,Residential,Hadaeq Sheikh Mohammed Bin Rashid,Land,Residential Flatss,22500000,649,649,,,,,,1,1,,Address Hillcrest
41-6470-2024,3/28/2024 9:08,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,404436,9.13,9.13,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,2,1,,SKY BAY HOTEL
41-6471-2024,3/28/2024 9:04,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,1465000,30.18,30.18,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,THE ONE HOTEL 
41-6473-2024,3/28/2024 10:32,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,3230000,330.33,330.33,,,,,,2,1,,DAMAC LAGOONS - IBIZA
41-6474-2024,3/28/2024 11:56,Sales,Delayed Sell,Ready,Free Hold,Residential,CHERRYWOODS,Building,Villas,3225000,252,252,4 B/R,,,,Dubai Cycling Course,1,1,,Cherrywoods
41-6475-2024,3/28/2024 9:27,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,1435000,29.85,29.85,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,THE ONE HOTEL 
41-6476-2024,3/28/2024 9:39,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,3995000,219.6,219.6,,,,,,5,1,,DAMAC LAGOONS - MOROCCO 2
41-6478-2024,3/28/2024 9:34,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,7759888,802.77,802.77,,,,,,2,1,,The Valley - Farm Gardens 2
41-6479-2024,3/28/2024 9:38,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Hotel Rooms,396000,8.9,8.9,Studio,EU,Business Bay Metro Station,Dubai Mall,Downtown Dubai,1,1,,SKY BAY HOTEL
41-6480-2024,3/28/2024 14:35,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI SCIENCE PARK,Unit,Flats,1120000,104.67,104.67,2 B/R,B1-41,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,1,1,,MONTROSE
41-6481-2024,3/28/2024 11:16,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,2750000,97.66,97.66,2 B/R,M-2A-215,Creek Metro Station,City Centre Mirdif,Dubai International Airport,2,1,,Creek Beach - Breeze
41-6482-2024,3/28/2024 10:10,Sales,Delayed Sell,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Flats,2001000,99.26,99.26,2 B/R,P3-86,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,1,1,,MAJESTINE
41-6484-2024,3/28/2024 13:34,Sales,Delayed Sell,Ready,Free Hold,Residential,BURJ KHALIFA,Unit,Flats,2225000,60.56,60.56,1 B/R,B4-4615,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,1,1,,ACT ONE | ACT TWO
41-6485-2024,3/28/2024 15:35,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,2100000,142.59,142.59,,,,,,1,2,,DAMAC LAGOONS - COSTA BRAVA (1)
41-6486-2024,3/28/2024 10:42,Sales,Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH VILLAGE CIRCLE,Unit,Flats,610000,37.8,37.8,Studio,P4-148,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,1,1,,Bloom Towers
41-6487-2024,3/28/2024 14:04,Sales,Delayed Sell,Ready,Free Hold,Residential,BLUEWATERS,Unit,Flats,7000000,135.74,135.74,2 B/R,B494,Jumeirah Beach Residency,Marina Mall,Burj Al Arab,2,1,,Bluewaters Residences 
41-6489-2024,3/28/2024 11:24,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI HILLS,Unit,Flats,1725000,69.47,69.47,2 B/R,B-113,Noor Bank Metro Station,Mall of the Emirates,IMG World Adventures,1,1,,Golf ville
41-6491-2024,3/28/2024 11:46,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Merkadh,Land,Residential,16800000,736.13,736.13,,,,,,1,2,,Mohammed Bin Rashid Al Maktoum City District One  B Extension Villas
41-6492-2024,3/28/2024 14:11,Sales,Delayed Sell,Ready,Free Hold,Residential,SOBHA HEARTLAND,Unit,Flats,1625000,84.67,84.67,1 B/R,P4-35,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,2,2,,Sobha Hartland Waves Grande
41-6494-2024,3/28/2024 14:24,Sales,Delayed Sell,Ready,Free Hold,Residential,DAMAC HILLS,Unit,Hotel Rooms,760000,44.35,44.35,Studio,EU,,,Motor City,1,1,,DAMAC HILLS - ARTESIA
41-6497-2024,3/28/2024 14:08,Sales,Delayed Sell,Ready,Free Hold,Residential,MEYDAN ONE,Unit,Flats,510000,27.75,27.75,Studio,1,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,3,2,,Azizi Riviera 32
41-6498-2024,3/28/2024 13:48,Sales,Delayed Sell,Ready,Free Hold,Residential,JUMEIRAH GOLF,Unit,Flats,1700000,128.1,128.1,2 B/R,PH2-B-110,Damac Properties,Marina Mall,Sports City Swimming Academy,1,1,,ALandalus Building D
41-6499-2024,3/28/2024 12:14,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,1019944,56.23,110.25,2 B/R,B1-A58,Creek Metro Station,City Centre Mirdif,Dubai International Airport,1,1,,Palace Residences - Dubai Creek Harbour
41-6501-2024,3/28/2024 12:21,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fourth,Land,Land,12500000,654.97,654.97,,,,,,1,1,,Harmony
41-6504-2024,3/28/2024 13:30,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flats,880000,61.05,61.05,1 B/R,GZ3H30,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,2,3,,MIDTOWN - NOOR
41-6505-2024,3/28/2024 15:11,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,3200000,219.6,219.6,,,,,,1,2,,DAMAC LAGOONS - PORTOFINO
41-6506-2024,3/28/2024 15:07,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 5,Building,Villas,2990000,233.8,233.8,4 B/R,,,,,1,1,,La Rosa 4
41-6507-2024,3/28/2024 13:27,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,2150000,144,144,,,,,,2,2,,DAMAC LAGOONS - MALTA (1)
41-6509-2024,3/28/2024 15:56,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 5,Building,Villas,3180000,336.95,336.95,4 B/R,,,,,2,1,,La Rosa 4
41-6510-2024,3/28/2024 13:18,Sales,Delayed Sell,Ready,Free Hold,Residential,SOBHA HEARTLAND,Unit,Flats,970000,46.09,46.09,1 B/R,P1-57,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,2,1,,Sobha Creek vistas Reserve
41-6512-2024,3/28/2024 13:58,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI PRODUCTION CITY,Unit,Flats,765000,57.68,57.68,1 B/R,GZ3E04,Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,1,1,,MIDTOWN - NOOR
41-6513-2024,3/28/2024 13:56,Sales,Delayed Sell,Ready,Free Hold,Residential,DAMAC HILLS,Land,Residential,2100000,150.17,150.17,,,,,Motor City,1,1,,
41-6515-2024,3/28/2024 14:08,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,2100000,144,144,,,,,,1,1,,DAMAC LAGOONS - SANTORINI (1)
41-6516-2024,3/28/2024 13:44,Sales,Delayed Sell,Ready,Free Hold,Residential,MUDON,Unit,Flats,700000,64.06,64.06,1 B/R,B-45,,,Motor City,1,1,,Mudon Views
41-6517-2024,3/28/2024 14:04,Sales,Delayed Sell,Ready,Free Hold,Residential,TILAL AL GHAF,Building,Villas,2775000,140.42,140.42,3 B/R,,,,,2,1,,Elan
41-6518-2024,3/28/2024 13:48,Sales,Delayed Sell,Ready,Free Hold,Residential,TILAL AL GHAF,Land,General Use,7100000,462.42,462.42,,,,,,1,1,,Harmony
41-6522-2024,3/28/2024 14:40,Sales,Delayed Sell,Ready,Free Hold,Residential,DUBAI CREEK HARBOUR,Unit,Flats,3000000,151.46,151.46,2 B/R,B1-99,Creek Metro Station,Dubai Mall,Dubai International Airport,1,1,,THE DUBAI CREEK RESIDENCES
41-6527-2024,3/28/2024 13:05,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,196958628.8,319466.36,239625.98,,,,,,0,2,,
41-6528-2024,3/28/2024 13:05,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,55770071.74,90458.9,67851.6,,,,,,0,2,,
41-6535-2024,3/28/2024 14:14,Sales,Delayed Sell,Ready,Free Hold,Residential,Wadi Al Safa 2,Land,Residential,8415494,455.54,455.54,,,,,,1,1,,Sobha Reserve
41-6536-2024,3/28/2024 14:24,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Hebiah Fifth,Land,Residential,3995000,219.6,219.6,,,,,,2,1,,DAMAC LAGOONS - MOROCCO 2
41-6538-2024,3/28/2024 14:26,Sales,Delayed Sell,Ready,Free Hold,Residential,Al Yufrah 1,Land,Residential,10154888,904.31,904.31,,,,,,1,1,,The Valley - Farm Gardens 2
45-414-2024,3/28/2024 16:21,Sales,Sell Development,Ready,Free Hold,Commercial,DUBAI INDUSTRIAL CITY,Land,Industrial,5700000,7856.29,7856.29,,,,,Al Makhtoum International Airport,1,1,,
45-416-2024,3/28/2024 11:10,Sales,Sell Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,460000,81.5,81.5,1 B/R,G-253,,,IMG World Adventures,1,1,,AXIS  RESIDENCES 1
45-419-2024,3/28/2024 14:20,Sales,Sell Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Flats,450000,47.95,47.95,Studio,P1-50,,,IMG World Adventures,1,1,,BINGHATTI STARS
56-26-2024,3/28/2024 12:57,Mortgage,Modify Development Mortgage,Ready,Non Free Hold,Residential,SILICON OASIS,Land,Land,28000000,5152.62,5152.62,,,,,,0,0,,
59-41-2024,3/28/2024 9:26,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Shop,595920,57.95,57.95,NA,G-01,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-42-2024,3/28/2024 9:29,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,356000,55.31,55.31,NA,B1-43,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-43-2024,3/28/2024 9:30,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,484240,72.09,72.09,NA,B1-46,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-44-2024,3/28/2024 10:03,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,304310.88,34.65,34.65,NA,B1-47,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-45-2024,3/28/2024 9:55,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Shop,705361,67.68,67.68,NA,G-04,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-46-2024,3/28/2024 9:50,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,297040,46.15,46.15,NA,B1-45,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-47-2024,3/28/2024 10:01,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,373920,63.43,63.43,NA,B1-44,,,IMG World Adventures,0,0,,CAMBRIDGE BUSINESS CENTRE
59-56-2024,3/28/2024 12:01,Gifts,Grant Development,Ready,Non Free Hold,Commercial,SILICON OASIS,Land,Commercial,400000000,7072.15,7072.15,,,,,IMG World Adventures,0,0,,
59-57-2024,3/28/2024 14:33,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,365000,93.37,93.37,Office,P338,,,IMG World Adventures,0,0,,
59-58-2024,3/28/2024 14:31,Gifts,Grant Development,Ready,Non Free Hold,Residential,SILICON OASIS,Unit,Offices,480000,122.29,122.29,Office,P339,,,IMG World Adventures,0,0,,
810-492-2024,3/28/2024 11:38,Mortgage,Lease Finance Registration,Ready,Free Hold,Residential,JADDAF WATERFRONT,Unit,Flats,1430000,190,190,3 B/R,"B3-455, B3-456",Al Jadaf Metro Station,Dubai Mall,Dubai International Airport,0,0,,Dubai Wharf - Tower 2
851-271-2024,3/27/2024 15:36,Sales,Development Registration Pre-Registration,Off-Plan,Non Free Hold,Residential,Dubai Investment Park First,Building,Villas,860930,106.76,106.76,2 B/R,,,,,0,0,,Verdana 2
851-272-2024,3/27/2024 15:27,Sales,Development Registration Pre-Registration,Off-Plan,Non Free Hold,Residential,Dubai Investment Park First,Building,Villas,1256851,119.48,119.48,4 B/R,,,,,0,0,,Verdana 2
9-1316-2024,3/28/2024 11:35,Gifts,Grant,Ready,Non Free Hold,Residential,Al Mamzer,Land,Residential,1800004,557.42,1393.55,,,Al Qiyadah Metro Station,,Dubai International Airport,0,0,,
9-1329-2024,3/28/2024 14:27,Gifts,Grant,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Hotel Apartments,1175780.56,52.38,52.38,1 B/R,EU,Dubai Internet City,Mall of the Emirates,Burj Al Arab,0,0,,FIRST CENTRAL
9-1332-2024,3/28/2024 10:07,Gifts,Grant,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Hotel Apartments,1157601,51.54,51.54,1 B/R,EU,Dubai Internet City,Mall of the Emirates,Burj Al Arab,0,0,,FIRST CENTRAL
9-1333-2024,3/28/2024 14:18,Gifts,Grant,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Hotel Apartments,1158508.73,51.1,51.1,1 B/R,EU,Dubai Internet City,Mall of the Emirates,Burj Al Arab,0,0,,FIRST CENTRAL
9-1334-2024,3/28/2024 10:12,Gifts,Grant,Ready,Free Hold,Residential,BARSHA HEIGHTS,Unit,Hotel Apartments,1307306.72,60,60,1 B/R,EU,Dubai Internet City,Mall of the Emirates,Burj Al Arab,0,0,,FIRST CENTRAL
9-1381-2024,3/28/2024 14:16,Gifts,Grant,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Offices,1777925.71,130.71,130.71,NA,"P-06, P-07, P-08",Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,SKY BAY HOTEL
9-1382-2024,3/28/2024 14:14,Gifts,Grant,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Shop,11817363.97,531.2,531.2,NA,"G-01, G-02, G-03, G-04, G-05, G-07, G-08",Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,SKY BAY HOTEL
9-1384-2024,3/28/2024 10:19,Gifts,Grant,Ready,Free Hold,Residential,BUSINESS BAY,Unit,Shop,169799.88,6.72,6.72,NA,G-22,Business Bay Metro Station,Dubai Mall,Downtown Dubai,0,0,,SKY BAY HOTEL
